Symbol,Price Change,Price Change Percent,Weighted Average Price,Previous Close Price,Last Price,Last Quantity,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Open Price,High Price,Low Price,Volume,Quote Volume,Open Time,Close Time,First Id,Last Id,Count
BCHSVTUSD,0.00000000,0.000,0.00000000,59.17000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BCHSVPAX,0.00000000,0.000,0.00000000,58.18000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BCHSVUSDC,0.00000000,0.000,0.00000000,57.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
LTCTUSD,-2.35000000,-3.343,68.91668709,70.31000000,67.94000000,1.47400000,67.90000000,4.42000000,67.98000000,2.23100000,70.29000000,71.95000000,65.32000000,5684.98500000,391790.33235000,1700564506373,1700650906373,1220786,1223049,2264
LTCPAX,0.00000000,0.000,0.00000000,171.13000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
LTCUSDC,0.00000000,0.000,0.00000000,53.22000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TRXPAX,0.00000000,0.000,0.00000000,0.07661000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TRXUSDC,0.00000000,0.000,0.00000000,0.05982000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTTBTC,0.00000000,0.000,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTTBNB,0.00000000,0.000,0.00000000,0.00000573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTTUSDT,0.00000000,0.000,0.00000000,0.00277700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BNBUSDS,0.00000000,0.000,0.00000000,22.27880000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTCUSDS,0.00000000,0.000,0.00000000,9604.59000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
USDSUSDT,0.00000000,0.000,0.00000000,0.99680000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
USDSPAX,0.00000000,0.000,0.00000000,1.00020000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
USDSTUSD,0.00000000,0.000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
USDSUSDC,0.00000000,0.000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTTPAX,0.00000000,0.000,0.00000000,0.00038660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTTTUSD,0.00000000,0.000,0.00000000,0.00277000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTTUSDC,0.00000000,0.000,0.00000000,0.00277600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ONGBNB,0.00000000,0.000,0.00000000,0.00545000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ONGBTC,-0.00000051,-5.455,0.00000886,0.00000934,0.00000884,957.00000000,0.00000886,5116.00000000,0.00000891,1034.00000000,0.00000935,0.00000942,0.00000845,778574.00000000,6.89812329,1700564260240,1700650660240,10317704,10319021,1318
ONGUSDT,-0.02500000,-7.137,0.32217297,0.35030000,0.32530000,23.00000000,0.32520000,217.00000000,0.32560000,55.00000000,0.35030000,0.35090000,0.30240000,5173346.00000000,1666712.26570000,1700564497312,1700650897312,20241309,20255668,14360
HOTBNB,0.00000000,0.000,0.00000000,0.00000862,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
HOTUSDT,-0.00008100,-5.222,0.00146667,0.00155000,0.00147000,654044.00000000,0.00146900,2087739.00000000,0.00147000,258724.00000000,0.00155100,0.00155100,0.00139300,2473741246.00000000,3628170.05941800,1700564506315,1700650906315,103959488,103984633,25146
ZILUSDT,-0.00144000,-6.636,0.02037909,0.02170000,0.02026000,70440.40000000,0.02025000,2267.70000000,0.02026000,125717.30000000,0.02170000,0.02171000,0.01947000,373401822.80000000,7609587.82275700,1700564506285,1700650906285,103343505,103384466,40962
ZRXBNB,0.00000000,0.000,0.00000000,0.01045000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ZRXUSDT,-0.00660000,-1.682,0.38936499,0.39240000,0.38570000,1690.00000000,0.38540000,362.00000000,0.38570000,2057.00000000,0.39230000,0.40960000,0.36620000,28272387.00000000,11008277.55300000,1700564507207,1700650907207,38996583,39055041,58459
FETBNB,0.00027100,14.093,0.00208310,0.00192400,0.00219400,216.00000000,0.00219300,100.00000000,0.00219800,352.00000000,0.00192300,0.00226000,0.00191000,1413760.00000000,2945.00878600,1700564504485,1700650904485,4350766,4363841,13076
FETBTC,0.00000067,4.985,0.00001373,0.00001343,0.00001411,496.00000000,0.00001411,1129.00000000,0.00001412,1560.00000000,0.00001344,0.00001459,0.00001283,4696551.00000000,64.48249371,1700564506310,1700650906310,27071934,27092401,20468
FETUSDT,0.01550000,3.088,0.50393620,0.50200000,0.51740000,285.00000000,0.51730000,252.00000000,0.51740000,2428.00000000,0.50190000,0.54220000,0.45970000,168571911.00000000,84949488.92420000,1700564506763,1700650906763,69962231,70300710,338480
BATUSDT,-0.01410000,-6.486,0.20489374,0.21740000,0.20330000,1654.00000000,0.20330000,9141.00000000,0.20340000,4271.00000000,0.21740000,0.21740000,0.19580000,29267058.00000000,5996637.01130000,1700564505991,1700650905991,69422230,69469272,47043
XMRBNB,0.06090000,9.627,0.65434476,0.63170000,0.69350000,0.41700000,0.69290000,0.41700000,0.69410000,7.13200000,0.63260000,0.70720000,0.60500000,1660.92000000,1086.81430560,1700564504263,1700650904263,2701827,2706620,4794
XMRUSDT,-1.70000000,-1.030,162.56838760,165.00000000,163.40000000,13.20200000,163.40000000,84.80900000,163.50000000,8.79500000,165.10000000,166.00000000,158.00000000,92028.79400000,14960972.65320000,1700564506116,1700650906116,69339159,69378357,39199
ZECBNB,0.00000000,0.000,0.00000000,0.10260000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ZECUSDT,-1.10000000,-3.815,27.79053653,28.82000000,27.73000000,3.01800000,27.73000000,298.67000000,27.74000000,145.40200000,28.83000000,28.88000000,26.53000000,154543.26400000,4294840.22422000,1700564505561,1700650905561,88468399,88488268,19870
ZECPAX,0.00000000,0.000,0.00000000,42.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ZECTUSD,0.00000000,0.000,0.00000000,51.48000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ZECUSDC,0.00000000,0.000,0.00000000,55.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
IOSTUSDT,-0.00040000,-4.415,0.00860660,0.00907000,0.00866000,239438.00000000,0.00865000,280398.00000000,0.00866000,572098.00000000,0.00906000,0.00906000,0.00818000,245275818.00000000,2110990.38250000,1700564507205,1700650907205,73611675,73625372,13698
CELRBNB,-0.00000289,-5.176,0.00005468,0.00005701,0.00005294,2000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005583,0.00005583,0.00005184,988615.00000000,54.05640626,1692154808409,1692241208409,2549788,2549880,93
CELRBTC,-0.00000002,-5.128,0.00000038,0.00000039,0.00000037,152406.00000000,0.00000037,2704970.00000000,0.00000038,629385.00000000,0.00000039,0.00000040,0.00000036,9246461.00000000,3.51419038,1700564506121,1700650906121,12268528,12270063,1536
CELRUSDT,-0.00108000,-7.229,0.01396041,0.01493000,0.01386000,24740.80000000,0.01385000,231111.10000000,0.01386000,7657.90000000,0.01494000,0.01494000,0.01320000,205099828.30000000,2863277.38798600,1700564506525,1700650906525,60831194,60854330,23137
ADAPAX,0.00000000,0.000,0.00000000,0.03257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ADAUSDC,0.00000000,0.000,0.00000000,0.43520000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
NEOPAX,0.00000000,0.000,0.00000000,11.12200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
NEOUSDC,0.00000000,0.000,0.00000000,28.27000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DASHBNB,0.00000000,0.000,0.00000000,0.11830000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DASHUSDT,-2.26000000,-7.354,28.86374518,30.75000000,28.47000000,14.81300000,28.46000000,74.48600000,28.47000000,12.85000000,30.73000000,30.75000000,27.65000000,142675.38700000,4118146.01406000,1700564506294,1700650906294,73982979,74015066,32088
NANOUSDT,0.00000000,0.000,0.00000000,2.22400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
OMGBNB,0.00000000,0.000,0.00000000,0.03938000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
OMGUSDT,-0.04700000,-7.355,0.59427086,0.63800000,0.59200000,65.20000000,0.59100000,16160.40000000,0.59200000,5526.70000000,0.63900000,0.63900000,0.55600000,5220606.20000000,3102454.11270000,1700564507010,1700650907010,117922526,117942588,20063
THETAUSDT,-0.05200000,-5.451,0.89933556,0.95500000,0.90200000,11.00000000,0.90100000,530.60000000,0.90200000,11556.50000000,0.95400000,0.95600000,0.85400000,5385507.20000000,4843378.12630000,1700564507206,1700650907206,153645509,153679725,34217
ENJUSDT,-0.01510000,-5.430,0.26104329,0.27810000,0.26300000,2068.40000000,0.26260000,6908.90000000,0.26280000,4568.80000000,0.27810000,0.27810000,0.24700000,16437906.30000000,4291005.16191000,1700564506613,1700650906613,90120005,90153979,33975
MITHUSDT,0.00000000,0.000,0.00000000,0.00345000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
MATICBNB,0.00017600,5.755,0.00307711,0.00305700,0.00323400,124.30000000,0.00323500,1061.10000000,0.00323700,836.30000000,0.00305800,0.00328000,0.00284400,2175504.40000000,6694.27602110,1700564506151,1700650906151,11141279,11152951,11673
MATICBTC,-0.00000055,-2.575,0.00002059,0.00002136,0.00002081,388.00000000,0.00002080,13062.30000000,0.00002081,561.30000000,0.00002136,0.00002153,0.00001980,9913125.10000000,204.07247746,1700564507057,1700650907057,77425927,77464300,38374
MATICUSDT,-0.03550000,-4.449,0.75495643,0.79790000,0.76250000,326.40000000,0.76250000,5888.70000000,0.76260000,4660.30000000,0.79800000,0.79870000,0.72060000,217870526.10000000,164482755.13466000,1700564507209,1700650907209,359181017,359537529,356513
ATOMBNB,0.00251000,7.309,0.03524548,0.03431000,0.03685000,48.52000000,0.03670000,197.92000000,0.03673000,128.25000000,0.03434000,0.03724000,0.03269000,89187.54000000,3143.45796950,1700564506130,1700650906130,2932093,2936270,4178
ATOMBTC,-0.00000340,-1.418,0.00023501,0.00024000,0.00023640,61.17000000,0.00023610,34.64000000,0.00023620,15.92000000,0.00023980,0.00024140,0.00022550,165474.80000000,38.88861460,1700564506735,1700650906735,36036649,36042829,6181
ATOMUSDT,-0.31200000,-3.479,8.60329163,8.96600000,8.65600000,83.60000000,8.65500000,65.34000000,8.65600000,524.73000000,8.96800000,8.98300000,8.17900000,4475183.45000000,38501308.32516000,1700564506928,1700650906928,190881457,191052183,170727
ATOMUSDC,0.00000000,0.000,0.00000000,12.91200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ATOMPAX,0.00000000,0.000,0.00000000,3.17800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ATOMTUSD,0.00000000,0.000,0.00000000,2.59800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ETCUSDC,0.00000000,0.000,0.00000000,4.71000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ETCPAX,0.00000000,0.000,0.00000000,4.83800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ETCTUSD,0.00000000,0.000,0.00000000,3.79500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BATUSDC,0.00000000,0.000,0.00000000,0.63130000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BATPAX,0.00000000,0.000,0.00000000,0.25560000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BATTUSD,0.00000000,0.000,0.00000000,0.22220000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
PHBBNB,0.00000000,0.000,0.00000000,0.00013700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
PHBBTC,0.00000017,0.822,0.00002017,0.00002061,0.00002086,14.00000000,0.00002085,119.20000000,0.00002089,637.60000000,0.00002069,0.00002133,0.00001890,146352.50000000,2.95225109,1700564506590,1700650906590,10250945,10253641,2697
PHBUSDC,0.00000000,0.000,0.00000000,0.00587000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
PHBTUSD,0.00000000,0.000,0.00000000,0.22900000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
PHBPAX,0.00000000,0.000,0.00000000,0.00639000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TFUELBNB,0.00000000,0.000,0.00000000,0.00012590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TFUELBTC,-0.00000004,-3.419,0.00000114,0.00000117,0.00000113,2836.00000000,0.00000113,502906.00000000,0.00000114,177619.00000000,0.00000117,0.00000118,0.00000110,4004221.00000000,4.57565764,1700564506659,1700650906659,16824617,16825762,1146
TFUELUSDT,-0.00233000,-5.289,0.04166243,0.04404000,0.04172000,1393.00000000,0.04171000,3827.00000000,0.04176000,2728.00000000,0.04405000,0.04407000,0.03962000,28262391.00000000,1177479.93105000,1700564507131,1700650907131,45178228,45189947,11720
TFUELUSDC,0.00000000,0.000,0.00000000,0.00356500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TFUELTUSD,0.00000000,0.000,0.00000000,0.00307700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
TFUELPAX,0.00000000,0.000,0.00000000,0.00348700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ONEBNB,0.00000079,1.490,0.00005209,0.00005306,0.00005380,352.00000000,0.00005381,14895.00000000,0.00005406,44938.00000000,0.00005301,0.00005441,0.00004701,8263187.00000000,430.40455060,1700564505356,1700650905356,4667696,4669989,2294
ONEBTC,-0.00000003,-8.108,0.00000035,0.00000038,0.00000034,3717.00000000,0.00000034,4889743.00000000,0.00000035,1182808.00000000,0.00000037,0.00000037,0.00000033,26565238.00000000,9.22962965,1700564506661,1700650906661,18419818,18422431,2614
ONEUSDT,-0.00113000,-8.165,0.01280690,0.01385000,0.01271000,23570.00000000,0.01270000,18864.10000000,0.01271000,485532.40000000,0.01384000,0.01384000,0.01201000,464892035.90000000,5953824.31807600,1700564507178,1700650907178,107032342,107096676,64335
ONETUSD,0.00000000,0.000,0.00000000,0.00472000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ONEPAX,0.00000000,0.000,0.00000000,0.00496000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ONEUSDC,0.00000000,0.000,0.00000000,0.00520000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
FTMBNB,0.00005360,4.499,0.00119466,0.00119010,0.00124510,100.00000000,0.00124170,1707.00000000,0.00124420,1704.00000000,0.00119150,0.00126490,0.00112880,981538.00000000,1172.60905410,1700564506023,1700650906023,5590729,5594453,3725
FTMBTC,-0.00000034,-4.082,0.00000802,0.00000833,0.00000799,404.00000000,0.00000799,3134.00000000,0.00000800,20703.00000000,0.00000833,0.00000838,0.00000766,7047750.00000000,56.51728951,1700564506133,1700650906133,41700886,41709269,8384
FTMUSDT,-0.01810000,-5.818,0.29454876,0.31100000,0.29300000,87.00000000,0.29290000,1390.00000000,0.29300000,11171.00000000,0.31110000,0.31110000,0.27800000,126057672.00000000,37130131.36720000,1700564507107,1700650907107,216282746,216407920,125175
FTMTUSD,0.00000000,0.000,0.00000000,0.01095000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
FTMPAX,0.00000000,0.000,0.00000000,0.01028000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
FTMUSDC,0.00000000,0.000,0.00000000,0.01107000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BTCBBTC,0.00000000,0.000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BCPTTUSD,0.00000000,0.000,0.00000000,0.02606000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BCPTPAX,0.00000000,0.000,0.00000000,0.02761000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
BCPTUSDC,0.00000000,0.000,0.00000000,0.02728000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ALGOBNB,0.00002400,4.563,0.00052643,0.00052600,0.00055000,19.00000000,0.00054800,11143.00000000,0.00054900,1536.00000000,0.00052600,0.00055700,0.00048900,1577333.00000000,830.36195000,1700564506214,1700650906214,3333384,3335508,2125
ALGOBTC,-0.00000016,-4.336,0.00000353,0.00000368,0.00000353,603.00000000,0.00000352,129585.00000000,0.00000353,1818.00000000,0.00000369,0.00000369,0.00000340,8116794.00000000,28.63150722,1700564501393,1700650901393,31384504,31389887,5384
ALGOUSDT,-0.00820000,-5.959,0.12958985,0.13770000,0.12940000,4303.00000000,0.12930000,1773.00000000,0.12940000,45894.00000000,0.13760000,0.13770000,0.12300000,125602283.00000000,16276780.57800000,1700564506444,1700650906444,134961431,135038127,76697
ALGOTUSD,0.00000000,0.000,0.00000000,1.01700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ALGOPAX,0.00000000,0.000,0.00000000,0.20390000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ALGOUSDC,0.00000000,0.000,0.00000000,0.23800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
USDSBUSDT,0.00000000,0.000,0.00000000,0.99970000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
USDSBUSDS,0.00000000,0.000,0.00000000,0.99990000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
GTOUSDT,0.00000000,0.000,0.00000000,0.01233000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
GTOPAX,0.00000000,0.000,0.00000000,0.01361000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
GTOTUSD,0.00000000,0.000,0.00000000,0.01236000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
GTOUSDC,0.00000000,0.000,0.00000000,0.01196000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ERDBNB,0.00000000,0.000,0.00000000,0.00083273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ERDBTC,0.00000000,0.000,0.00000000,0.00000168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ERDUSDT,0.00000000,0.000,0.00000000,0.01971000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ERDPAX,0.00000000,0.000,0.00000000,0.00125270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
ERDUSDC,0.00000000,0.000,0.00000000,0.00135730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DOGEBNB,0.00000000,0.000,0.00000000,0.00015270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572382654,1689658782654,-1,-1,0
DOGEBTC,-0.00000003,-1.449,0.00000202,0.00000207,0.00000204,4772.00000000,0.00000203,3520001.00000000,0.00000204,3766949.00000000,0.00000207,0.00000208,0.00000195,52215925.00000000,105.66623348,1700564504941,1700650904941,62955066,62966145,11080
